TIME_STAMP,MODE,LATITUDE,LONGITUDE,HEADING,SPEED,T_INDEX,T_LATITUDE,T_LONGITUDE,T_BEARING,T_DISTANCE,SERVO_PW,THR_PW,ERR_BACK,CURRENT,VOLTAGE,POWER
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1060,0.0,0.0,0.21375,0
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1060,0.0,0.0,0.20125,0
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1060,0.0,0.0,0.19,0
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1055,0.0,-1.25,0.17625,0
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1659,1059,0.0,-1.25,0.165,0
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1055,0.0,-2.5,0.155,0
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1060,0.0,-1.25,0.14625,0
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1661,1061,0.0,0.0,0.1375,0
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1060,0.0,0.0,0.13,0
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1060,0.0,0.0,0.12125,0
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1060,0.0,0.0,0.115,0
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1060,0.0,0.0,0.1075,0
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1055,0.0,-1.25,0.10125,0
END
